intent,isAllDay,location,date,startTime,endTime,title,description,text,response
CANCEL,0,Conference Room A,2026-1-10,08:15:00,10:15:00,Coffee Catch-up,Coffee Catch-up,Cancel my 3 PM event,Your event 'Coffee Catch-up' scheduled for 2026-1-10 at 08:15:00 has been canceled. Hope that helps!
ADD,0,Online,2025-5-14,11:30:00,12:00:00,Dentist Appointment,Dentist Appointment,I need to set up Dentist Appointment today at 11:30 at Online,Event 'Dentist Appointment' has been added on 2025-5-14 from 11:30:00 to 12:00:00 at Online. Let me know if you need anything else!
UPDATE,0,Home,2025-3-24,09:30:00,10:00:00,Team Meeting,Team Meeting,Update Team Meeting details for tomorrow at Home,Got it—I've updated 'Team Meeting' to 2025-3-24 from 09:30:00 to 10:00:00 at Home.
ADD,0,Online,2025-5-15,11:00:00,12:00:00,Lunch with Hannah,Lunch with Hannah,I need to set up Lunch with Hannah tomorrow at 11:00 at Online,Event 'Lunch with Hannah' has been added on 2025-5-15 from 11:00:00 to 12:00:00 at Online. Let me know if you need anything else!
UPDATE,0,Online,2025-7-19,17:30:00,19:30:00,Yoga Class,Yoga Class,Update Yoga Class details for 2026-03-25 at Online,Got it—I've updated 'Yoga Class' to 2025-7-19 from 17:30:00 to 19:30:00 at Online.
QUERY,1,Conference Room A,2026-5-3,00:00:00,23:59:59,Birthday Party,Birthday Party,Any meetings today?,You have an event 'Birthday Party' on 2026-5-3 at 00:00:00. Would you like more details?
CANCEL,0,Home,2025-6-14,16:00:00,18:00:00,Client Presentation,Client Presentation,Please remove my Client Presentation scheduled for 2025-06-14 at Home,Your event 'Client Presentation' scheduled for 2025-6-14 at 16:00:00 has been canceled. Hope that helps!
UPDATE,0,Zoom,2025-4-6,16:15:00,18:15:00,Lunch with Charlie,Lunch with Charlie,Update Lunch with Charlie details for 2026-09-05 at Zoom,Got it—I've updated 'Lunch with Charlie' to 2025-4-6 from 16:15:00 to 18:15:00 at Zoom.
CANCEL,0,Coffee Shop,2025-1-19,12:00:00,14:00:00,Team Meeting,Team Meeting,Delete Team Meeting on 2025-01-19 at 12:00,Your event 'Team Meeting' scheduled for 2025-1-19 at 12:00:00 has been canceled. Hope that helps!
ADD,0,Home,2025-4-1,12:00:00,12:30:00,Dentist Appointment,Dentist Appointment,Meeting tomorrow,Event 'Dentist Appointment' has been added on 2025-4-1 from 12:00:00 to 12:30:00 at Home. Let me know if you need anything else!
QUERY,0,Coffee Shop,2025-5-14,09:45:00,10:15:00,Birthday Party,Birthday Party,Do I have any events tomorrow?,You have an event 'Birthday Party' on 2025-5-14 at 09:45:00. Would you like more details?
QUERY,0,Coffee Shop,2026-9-10,13:45:00,14:45:00,Lunch with Charlie,Lunch with Charlie,Show me events next Monday,You have an event 'Lunch with Charlie' on 2026-9-10 at 13:45:00. Would you like more details?
UPDATE,0,Coffee Shop,2026-1-14,16:45:00,17:45:00,Performance Review,Performance Review,Change the time of Performance Review on 2025-08-30 to 16:45,Got it—I've updated 'Performance Review' to 2026-1-14 from 16:45:00 to 17:45:00 at Coffee Shop.
ADD,0,,2026-7-18,11:45:00,12:15:00,Coffee Catch-up,Coffee Catch-up,I need to set up Coffee Catch-up 2026-07-18 at 11:45,Event 'Coffee Catch-up' has been added on 2026-7-18 from 11:45:00 to 12:15:00. Let me know if you need anything else!
QUERY,0,Home,2026-4-8,13:00:00,14:00:00,Client Presentation,Client Presentation,Show me events next Monday,You have an event 'Client Presentation' on 2026-4-8 at 13:00:00. Would you like more details?
QUERY,0,Conference Room A,2025-5-19,12:15:00,12:45:00,Birthday Party,Birthday Party,What's on my calendar for next Monday?,You have an event 'Birthday Party' on 2025-5-19 at 12:15:00. Would you like more details?
UPDATE,0,Zoom,2026-5-24,12:45:00,13:15:00,Project Deadline,Project Deadline,Move Project Deadline from 2026-08-09 at 08:00 to 2026-05-24 at 12:45,Got it—I've updated 'Project Deadline' to 2026-5-24 from 12:45:00 to 13:15:00 at Zoom.
QUERY,0,,2025-10-29,12:15:00,13:15:00,Birthday Party,Birthday Party,Any meetings today?,You have an event 'Birthday Party' on 2025-10-29 at 12:15:00. Would you like more details?
QUERY,0,Zoom,2025-9-9,09:30:00,10:30:00,Yoga Class,Yoga Class,Any meetings today?,You have an event 'Yoga Class' on 2025-9-9 at 09:30:00. Would you like more details?
ADD,0,Conference Room A,2026-5-26,08:30:00,10:30:00,Lunch with Charlie,Lunch with Charlie,Meeting tomorrow,Event 'Lunch with Charlie' has been added on 2026-5-26 from 08:30:00 to 10:30:00 at Conference Room A. Let me know if you need anything else!
QUERY,1,Office,2025-5-2,00:00:00,23:59:59,Team Meeting,Team Meeting,Any meetings today?,You have an event 'Team Meeting' on 2025-5-2 at 00:00:00. Would you like more details?
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
QUERY,0,Online,2025-5-16,08:45:00,09:45:00,Yoga Class,Yoga Class,What's on my calendar for next Friday?,You have an event 'Yoga Class' on 2025-5-16 at 08:45:00. Would you like more details?
ADD,0,Zoom,2026-3-22,08:30:00,09:30:00,Birthday Party,Birthday Party,Meeting tomorrow,Event 'Birthday Party' has been added on 2026-3-22 from 08:30:00 to 09:30:00 at Zoom. Let me know if you need anything else!
UPDATE,0,Office,2025-11-17,10:00:00,12:00:00,Performance Review,Performance Review,Move Performance Review from 2026-10-10 at 15:45 to 2025-11-17 at 10:00,Got it—I've updated 'Performance Review' to 2025-11-17 from 10:00:00 to 12:00:00 at Office.
ADD,0,Home,2025-12-20,12:45:00,13:15:00,Yoga Class,Yoga Class,Meeting tomorrow,Event 'Yoga Class' has been added on 2025-12-20 from 12:45:00 to 13:15:00 at Home. Let me know if you need anything else!
ADD,0,,2025-4-29,09:30:00,11:30:00,Lunch with Bob,Lunch with Bob,Meeting tomorrow,Event 'Lunch with Bob' has been added on 2025-4-29 from 09:30:00 to 11:30:00. Let me know if you need anything else!
CANCEL,0,Conference Room A,2025-5-15,09:30:00,10:00:00,Dentist Appointment,Dentist Appointment,Delete Dentist Appointment on tomorrow at 09:30,Your event 'Dentist Appointment' scheduled for 2025-5-15 at 09:30:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,"What a lovely day, isn't it?",Glad you reached out—how can I help you today?
QUERY,0,Coffee Shop,2026-5-25,11:45:00,13:45:00,Team Meeting,Team Meeting,What's on my calendar for 2026-05-25?,You have an event 'Team Meeting' on 2026-5-25 at 11:45:00. Would you like more details?
QUERY,0,,2026-4-14,12:00:00,12:30:00,Team Meeting,Team Meeting,Do I have any events tomorrow?,You have an event 'Team Meeting' on 2026-4-14 at 12:00:00. Would you like more details?
QUERY,0,Coffee Shop,2025-5-19,14:15:00,14:45:00,Dentist Appointment,Dentist Appointment,Show me events next Monday,You have an event 'Dentist Appointment' on 2025-5-19 at 14:15:00. Would you like more details?
CANCEL,0,Online,2026-10-5,14:30:00,16:30:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2026-10-05 at 14:30,Your event 'Coffee Catch-up' scheduled for 2026-10-5 at 14:30:00 has been canceled. Hope that helps!
CANCEL,0,Conference Room A,2025-1-26,09:15:00,11:15:00,Project Deadline,Project Deadline,Please remove my Project Deadline scheduled for 2025-01-26 at Conference Room A,Your event 'Project Deadline' scheduled for 2025-1-26 at 09:15:00 has been canceled. Hope that helps!
ADD,0,Online,2026-7-4,15:30:00,16:00:00,Yoga Class,Yoga Class,Add Yoga Class on 2026-07-04 at 15:30 at Online,Event 'Yoga Class' has been added on 2026-7-4 from 15:30:00 to 16:00:00 at Online. Let me know if you need anything else!
UPDATE,0,Home,2025-1-11,14:15:00,16:15:00,Lunch with Hannah,Lunch with Hannah,Move Lunch with Hannah from 2026-05-30 at 11:00 to 2025-01-11 at 14:15,Got it—I've updated 'Lunch with Hannah' to 2025-1-11 from 14:15:00 to 16:15:00 at Home.
ADD,0,Coffee Shop,2025-5-19,12:00:00,14:00:00,Team Meeting,Team Meeting,Meeting tomorrow,Event 'Team Meeting' has been added on 2025-5-19 from 12:00:00 to 14:00:00 at Coffee Shop. Let me know if you need anything else!
QUERY,0,Office,2025-9-16,17:00:00,17:30:00,Dentist Appointment,Dentist Appointment,What's on my calendar for 2025-09-16?,You have an event 'Dentist Appointment' on 2025-9-16 at 17:00:00. Would you like more details?
UPDATE,0,Home,2025-1-30,09:15:00,11:15:00,Performance Review,Performance Review,Update Performance Review details for 2026-12-19 at Home,Got it—I've updated 'Performance Review' to 2025-1-30 from 09:15:00 to 11:15:00 at Home.
QUERY,0,Online,2026-6-27,17:45:00,18:15:00,Project Deadline,Project Deadline,Any meetings today?,You have an event 'Project Deadline' on 2026-6-27 at 17:45:00. Would you like more details?
ADD,0,,2026-12-27,11:45:00,12:45:00,Yoga Class,Yoga Class,Schedule Yoga Class for 2026-12-27 11:45,Event 'Yoga Class' has been added on 2026-12-27 from 11:45:00 to 12:45:00. Let me know if you need anything else!
CANCEL,0,Home,2026-4-19,16:00:00,18:00:00,Lunch with Bob,Lunch with Bob,Please remove my Lunch with Bob scheduled for 2026-04-19 at Home,Your event 'Lunch with Bob' scheduled for 2026-4-19 at 16:00:00 has been canceled. Hope that helps!
UPDATE,0,Office,2026-8-29,12:30:00,13:30:00,Dentist Appointment,Dentist Appointment,Reschedule Dentist Appointment to 2026-08-29 at 12:30,Got it—I've updated 'Dentist Appointment' to 2026-8-29 from 12:30:00 to 13:30:00 at Office.
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
QUERY,0,Online,2025-5-16,16:15:00,17:15:00,Lunch with George,Lunch with George,Any meetings today?,You have an event 'Lunch with George' on 2025-5-16 at 16:15:00. Would you like more details?
UPDATE,0,Conference Room A,2026-11-20,11:30:00,12:00:00,Dentist Appointment,Dentist Appointment,Update Dentist Appointment details for 2025-04-21 at Conference Room A,Got it—I've updated 'Dentist Appointment' to 2026-11-20 from 11:30:00 to 12:00:00 at Conference Room A.
ADD,0,Coffee Shop,2026-5-19,13:15:00,13:45:00,Lunch with George,Lunch with George,Add Lunch with George on 2026-05-19 at 13:15 at Coffee Shop,Event 'Lunch with George' has been added on 2026-5-19 from 13:15:00 to 13:45:00 at Coffee Shop. Let me know if you need anything else!
CANCEL,0,Coffee Shop,2025-11-28,12:45:00,14:45:00,Coffee Catch-up,Coffee Catch-up,Cancel Coffee Catch-up on 2025-11-28 at 12:45,Your event 'Coffee Catch-up' scheduled for 2025-11-28 at 12:45:00 has been canceled. Hope that helps!
CANCEL,0,Conference Room A,2026-3-2,15:45:00,16:45:00,Birthday Party,Birthday Party,Please remove my Birthday Party scheduled for 2026-03-02 at Conference Room A,Your event 'Birthday Party' scheduled for 2026-3-2 at 15:45:00 has been canceled. Hope that helps!
UPDATE,0,Home,2025-3-2,17:30:00,19:30:00,Birthday Party,Birthday Party,Change the time of Birthday Party on 2025-06-19 to 17:30,Got it—I've updated 'Birthday Party' to 2025-3-2 from 17:30:00 to 19:30:00 at Home.
CANCEL,0,Zoom,2025-10-6,12:30:00,13:00:00,Client Presentation,Client Presentation,Delete Client Presentation on 2025-10-06 at 12:30,Your event 'Client Presentation' scheduled for 2025-10-6 at 12:30:00 has been canceled. Hope that helps!
CANCEL,0,,2026-1-17,09:30:00,10:30:00,Project Deadline,Project Deadline,Cancel my 3 PM event,Your event 'Project Deadline' scheduled for 2026-1-17 at 09:30:00 has been canceled. Hope that helps!
UPDATE,0,Online,2026-9-5,13:30:00,14:00:00,Webinar,Webinar,Reschedule Webinar to 2026-09-05 at 13:30,Got it—I've updated 'Webinar' to 2026-9-5 from 13:30:00 to 14:00:00 at Online.
UPDATE,0,,2026-2-8,15:15:00,17:15:00,Team Meeting,Team Meeting,Reschedule Team Meeting to 2026-02-08 at 15:15,Got it—I've updated 'Team Meeting' to 2026-2-8 from 15:15:00 to 17:15:00.
UPDATE,0,Conference Room A,2025-9-10,09:00:00,10:00:00,Dentist Appointment,Dentist Appointment,Move Dentist Appointment from next Friday at 09:00 to 2025-09-10 at 09:00,Got it—I've updated 'Dentist Appointment' to 2025-9-10 from 09:00:00 to 10:00:00 at Conference Room A.
ADD,0,Conference Room A,2025-12-30,14:30:00,16:30:00,Team Meeting,Team Meeting,I need to set up Team Meeting 2025-12-30 at 14:30 at Conference Room A,Event 'Team Meeting' has been added on 2025-12-30 from 14:30:00 to 16:30:00 at Conference Room A. Let me know if you need anything else!
CANCEL,1,Online,2026-8-30,00:00:00,23:59:59,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2026-08-30 at Online,Your event 'Coffee Catch-up' scheduled for 2026-8-30 at 00:00:00 has been canceled. Hope that helps!
CANCEL,0,Office,2026-7-29,12:45:00,13:45:00,Team Meeting,Team Meeting,Cancel Team Meeting on 2026-07-29 at 12:45,Your event 'Team Meeting' scheduled for 2026-7-29 at 12:45:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
ADD,0,Home,2025-1-11,08:00:00,10:00:00,Coffee Catch-up,Coffee Catch-up,Meeting tomorrow,Event 'Coffee Catch-up' has been added on 2025-1-11 from 08:00:00 to 10:00:00 at Home. Let me know if you need anything else!
ADD,0,,2025-6-26,08:15:00,08:45:00,Webinar,Webinar,I need to set up Webinar 2025-06-26 at 08:15,Event 'Webinar' has been added on 2025-6-26 from 08:15:00 to 08:45:00. Let me know if you need anything else!
ADD,0,Conference Room A,2025-12-21,17:00:00,18:00:00,Lunch with Diana,Lunch with Diana,Schedule Lunch with Diana for 2025-12-21 17:00 at Conference Room A,Event 'Lunch with Diana' has been added on 2025-12-21 from 17:00:00 to 18:00:00 at Conference Room A. Let me know if you need anything else!
ADD,0,Zoom,2025-5-16,13:30:00,14:30:00,Project Deadline,Project Deadline,Add Project Deadline on next Friday at 13:30 at Zoom,Event 'Project Deadline' has been added on 2025-5-16 from 13:30:00 to 14:30:00 at Zoom. Let me know if you need anything else!
ADD,0,,2025-9-29,17:30:00,18:30:00,Client Presentation,Client Presentation,Add Client Presentation on 2025-09-29 at 17:30,Event 'Client Presentation' has been added on 2025-9-29 from 17:30:00 to 18:30:00. Let me know if you need anything else!
ADD,0,,2026-3-18,13:45:00,15:45:00,Dentist Appointment,Dentist Appointment,Add Dentist Appointment on 2026-03-18 at 13:45,Event 'Dentist Appointment' has been added on 2026-3-18 from 13:45:00 to 15:45:00. Let me know if you need anything else!
ADD,0,Online,2025-11-30,14:00:00,14:30:00,Webinar,Webinar,Meeting tomorrow,Event 'Webinar' has been added on 2025-11-30 from 14:00:00 to 14:30:00 at Online. Let me know if you need anything else!
QUERY,0,Conference Room A,2026-7-27,10:30:00,11:00:00,Lunch with Charlie,Lunch with Charlie,Do I have any events tomorrow?,You have an event 'Lunch with Charlie' on 2026-7-27 at 10:30:00. Would you like more details?
QUERY,0,,2026-10-16,11:45:00,12:15:00,Dentist Appointment,Dentist Appointment,Do I have any events tomorrow?,You have an event 'Dentist Appointment' on 2026-10-16 at 11:45:00. Would you like more details?
QUERY,0,Home,2025-5-15,16:45:00,17:15:00,Webinar,Webinar,Do I have any events tomorrow?,You have an event 'Webinar' on 2025-5-15 at 16:45:00. Would you like more details?
UPDATE,0,Conference Room A,2025-3-16,09:15:00,10:15:00,Yoga Class,Yoga Class,Reschedule Yoga Class to 2025-03-16 at 09:15,Got it—I've updated 'Yoga Class' to 2025-3-16 from 09:15:00 to 10:15:00 at Conference Room A.
CANCEL,0,Coffee Shop,2026-7-31,17:45:00,18:15:00,Coffee Catch-up,Coffee Catch-up,Please remove my Coffee Catch-up scheduled for 2026-07-31 at Coffee Shop,Your event 'Coffee Catch-up' scheduled for 2026-7-31 at 17:45:00 has been canceled. Hope that helps!
UPDATE,1,Home,2026-8-13,00:00:00,23:59:59,Team Meeting,Team Meeting,Update Team Meeting details for 2026-05-16 at Home,Got it—I've updated 'Team Meeting' to 2026-8-13 from 00:00:00 to 23:59:59 at Home.
CANCEL,0,Zoom,2026-2-10,15:15:00,17:15:00,Performance Review,Performance Review,Delete Performance Review on 2026-02-10 at 15:15,Your event 'Performance Review' scheduled for 2026-2-10 at 15:15:00 has been canceled. Hope that helps!
CANCEL,0,Conference Room A,2025-12-16,10:45:00,12:45:00,Dentist Appointment,Dentist Appointment,Please remove my Dentist Appointment scheduled for 2025-12-16 at Conference Room A,Your event 'Dentist Appointment' scheduled for 2025-12-16 at 10:45:00 has been canceled. Hope that helps!
CANCEL,0,Coffee Shop,2025-5-15,17:30:00,19:30:00,Team Meeting,Team Meeting,Delete Team Meeting on tomorrow at 17:30,Your event 'Team Meeting' scheduled for 2025-5-15 at 17:30:00 has been canceled. Hope that helps!
CHITCHAT,0,,,,,,,How are you today?,Glad you reached out—how can I help you today?
CANCEL,0,Online,2025-5-10,17:45:00,18:15:00,Lunch with Bob,Lunch with Bob,Cancel my 3 PM event,Your event 'Lunch with Bob' scheduled for 2025-5-10 at 17:45:00 has been canceled. Hope that helps!
ADD,1,Online,2025-5-15,00:00:00,23:59:59,Lunch with Diana,Lunch with Diana,Put Lunch with Diana on my calendar tomorrow at 00:00 at Online,Event 'Lunch with Diana' has been added on 2025-5-15 from 00:00:00 to 23:59:59 at Online. Let me know if you need anything else!
CANCEL,0,Online,2025-5-16,15:00:00,15:30:00,Webinar,Webinar,Cancel my 3 PM event,Your event 'Webinar' scheduled for 2025-5-16 at 15:00:00 has been canceled. Hope that helps!
ADD,0,Zoom,2026-11-6,12:30:00,13:00:00,Client Presentation,Client Presentation,Put Client Presentation on my calendar 2026-11-06 at 12:30 at Zoom,Event 'Client Presentation' has been added on 2026-11-6 from 12:30:00 to 13:00:00 at Zoom. Let me know if you need anything else!
CHITCHAT,0,,,,,,,Hello! Hope you're doing well.,Glad you reached out—how can I help you today?
CANCEL,0,,2025-5-16,11:00:00,11:30:00,Performance Review,Performance Review,Cancel my 3 PM event,Your event 'Performance Review' scheduled for 2025-5-16 at 11:00:00 has been canceled. Hope that helps!
ADD,0,Conference Room A,2025-5-19,12:30:00,13:30:00,Lunch with Hannah,Lunch with Hannah,Put Lunch with Hannah on my calendar next Monday at 12:30 at Conference Room A,Event 'Lunch with Hannah' has been added on 2025-5-19 from 12:30:00 to 13:30:00 at Conference Room A. Let me know if you need anything else!
