text,intent,title,description,response,date,startTime,endTime,location,isAllDay
Add Conference Call all day on next Thursday at Google Meet,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-15 from 00:00:00 to 23:59:59 at Google Meet. Let me know if you need anything else!",2025-5-15,00:00:00,23:59:59,Google Meet,True
"Cancel my all-day AI Trends Webinar on June 12, 2026",CANCEL,AI Trends Webinar,Online AI seminar,Your event 'AI Trends Webinar' on 2026-6-12 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2026-6-12,00:00:00,23:59:59,Main Conference Room,True
Add AI Trends Webinar next Thursday at 9:30 AM,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-15 from 09:00:00 to 09:30:00. Let me know if you need anything else!",2025-5-15,09:00:00,09:30:00,,False
Add Coffee with Sarah next Friday at 14:00 at Office at Office,ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-5-16 from 14:00:00 to 15:00:00 at Office. Let me know if you need anything else!",2025-5-16,14:00:00,15:00:00,Office,False
Add Yoga Class next Friday at 11 AM,ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-5-16 from 11:00:00 to 13:00:00. Let me know if you need anything else!",2025-5-16,11:00:00,13:00:00,,False
Cancel my 14:00 event,CANCEL,14:00 event,14:00 event,Your event '14:00 event' on 2025-5-16 at 14:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,14:00:00,15:00:00,Cafe Rio,False
Change time of Dentist Visit to 9:30 AM on next Monday at Gym,UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2025-5-19 from 09:00:00 to 10:00:00 at Gym.",2025-5-19,09:00:00,10:00:00,Gym,False
"Add Yoga Class February 28, 2026 at 11 AM at Gym at Gym",ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2026-2-28 from 11:00:00 to 13:00:00 at Gym. Let me know if you need anything else!",2026-2-28,11:00:00,13:00:00,Gym,False
Cancel my Coffee with Sarah tomorrow at 8:00,CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-5-15 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-15,08:00:00,10:00:00,Office,False
Add Interview with Candidate next Friday at 9:30 AM at Teams at Teams,ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2025-5-16 from 09:00:00 to 10:00:00 at Teams. Let me know if you need anything else!",2025-5-16,09:00:00,10:00:00,Teams,False
Reschedule my AI Trends Webinar to next Thursday at 8:00 at Clinic,UPDATE,AI Trends Webinar,Online AI seminar,"Sure, I've updated 'AI Trends Webinar' to 2025-5-15 from 08:00:00 to 09:00:00 at Clinic.",2025-5-15,08:00:00,09:00:00,Clinic,False
Add Team Meeting next Tuesday at 14:00 at Clinic at Clinic,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-20 from 14:00:00 to 14:30:00 at Clinic. Let me know if you need anything else!",2025-5-20,14:00:00,14:30:00,Clinic,False
Add Interview with Candidate next Wednesday at 9:30 AM at Main Conference Room at Main Conference Room,ADD,Interview with Candidate,Candidate interview,"Great, I've added 'Interview with Candidate' on 2025-5-21 from 09:00:00 to 09:30:00 at Main Conference Room. Let me know if you need anything else!",2025-5-21,09:00:00,09:30:00,Main Conference Room,False
Cancel my all-day Birthday Party on next Monday,CANCEL,Birthday Party,Celebrate birthday,Your event 'Birthday Party' on 2025-5-19 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,00:00:00,23:59:59,Teams,True
Add Dentist Visit next Friday at 8:00 at Gym at Gym,ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-5-16 from 08:00:00 to 08:30:00 at Gym. Let me know if you need anything else!",2025-5-16,08:00:00,08:30:00,Gym,False
Add Dentist Visit next Wednesday at 11 AM at Zoom at Zoom,ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-5-21 from 11:00:00 to 13:00:00 at Zoom. Let me know if you need anything else!",2025-5-21,11:00:00,13:00:00,Zoom,False
"Reschedule my Conference Call to November 17, 2026 at 16:45 at Zoom",UPDATE,Conference Call,Call with team,"Sure, I've updated 'Conference Call' to 2026-11-17 from 16:45:00 to 18:45:00 at Zoom.",2026-11-17,16:45:00,18:45:00,Zoom,False
"Cancel my Board Meeting October 13, 2026 at 11 AM",CANCEL,Board Meeting,High-level board discussion,Your event 'Board Meeting' on 2026-10-13 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2026-10-13,11:00:00,13:00:00,Clinic,False
"Move Coffee with Sarah to December 11, 2025 at 9:30 AM at Teams",UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2025-12-11 from 09:00:00 to 10:00:00 at Teams.",2025-12-11,09:00:00,10:00:00,Teams,False
"Cancel my Marketing Presentation December 10, 2025 at 11 AM",CANCEL,Marketing Presentation,Present marketing strategy,Your event 'Marketing Presentation' on 2025-12-10 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-12-10,11:00:00,13:00:00,Office,False
Cancel my Lunch with John next Monday at 8:00,CANCEL,Lunch with John,Casual lunch,Your event 'Lunch with John' on 2025-5-19 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-19,08:00:00,10:00:00,Clinic,False
Add Performance Review day after tomorrow at 8:00 at Google Meet at Google Meet,ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2025-5-16 from 08:00:00 to 09:00:00 at Google Meet. Let me know if you need anything else!",2025-5-16,08:00:00,09:00:00,Google Meet,False
Reschedule my Coffee with Sarah to tomorrow at 16:45 at Office,UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2025-5-15 from 16:45:00 to 18:45:00 at Office.",2025-5-15,16:45:00,18:45:00,Office,False
Update Team Meeting to an all-day event on next Monday,UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2025-5-19 from 00:00:00 to 23:59:59 at Gym.",2025-5-19,00:00:00,23:59:59,Gym,True
Change time of Birthday Party to 11 AM on next Friday at Teams,UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2025-5-16 from 11:00:00 to 13:00:00 at Teams.",2025-5-16,11:00:00,13:00:00,Teams,False
"Update Dentist Visit date to July 13, 2025 and time to 11 AM at Home",UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2025-7-13 from 11:00:00 to 12:30:00 at Home.",2025-7-13,11:00:00,12:30:00,Home,False
"Move Marketing Presentation to July 22, 2025 at 8:00 at Zoom",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-7-22 from 08:00:00 to 09:30:00 at Zoom.",2025-7-22,08:00:00,09:30:00,Zoom,False
Move Yoga Class to next Tuesday at 3 PM at Cafe Rio,UPDATE,Yoga Class,Morning yoga session,"Sure, I've updated 'Yoga Class' to 2025-5-20 from 15:00:00 to 16:30:00 at Cafe Rio.",2025-5-20,15:00:00,16:30:00,Cafe Rio,False
Add Lunch with John day after tomorrow at 14:00 at Clinic at Clinic,ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2025-5-16 from 14:00:00 to 15:30:00 at Clinic. Let me know if you need anything else!",2025-5-16,14:00:00,15:30:00,Clinic,False
"Add Marketing Presentation January 8, 2026 at 11 AM at Clinic at Clinic",ADD,Marketing Presentation,Present marketing strategy,"Great, I've added 'Marketing Presentation' on 2026-1-8 from 11:00:00 to 12:30:00 at Clinic. Let me know if you need anything else!",2026-1-8,11:00:00,12:30:00,Clinic,False
Cancel my 9:30 AM event,CANCEL,9:30 AM event,9:30 AM event,Your event '9:30 AM event' on 2025-5-20 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-20,09:00:00,09:30:00,Zoom,False
"Reschedule my Birthday Party to January 12, 2026 at 16:45",UPDATE,Birthday Party,Celebrate birthday,"Sure, I've updated 'Birthday Party' to 2026-1-12 from 16:45:00 to 18:15:00.",2026-1-12,16:45:00,18:15:00,,False
"Move Doctor Appointment to August 29, 2026 at 11 AM at Zoom",UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2026-8-29 from 11:00:00 to 11:30:00 at Zoom.",2026-8-29,11:00:00,11:30:00,Zoom,False
"Update Team Meeting date to April 21, 2026 and time to 9:30 AM at Clinic",UPDATE,Team Meeting,Weekly sync-up,"Sure, I've updated 'Team Meeting' to 2026-4-21 from 09:00:00 to 10:00:00 at Clinic.",2026-4-21,09:00:00,10:00:00,Clinic,False
"Reschedule my Data Workshop to October 24, 2025 at 16:45 at Gym",UPDATE,Data Workshop,Hands-on data workshop,"Sure, I've updated 'Data Workshop' to 2025-10-24 from 16:45:00 to 17:45:00 at Gym.",2025-10-24,16:45:00,17:45:00,Gym,False
Add Yoga Class next Friday at 11 AM at Teams at Teams,ADD,Yoga Class,Morning yoga session,"Great, I've added 'Yoga Class' on 2025-5-16 from 11:00:00 to 11:30:00 at Teams. Let me know if you need anything else!",2025-5-16,11:00:00,11:30:00,Teams,False
"Update Coffee with Sarah date to March 17, 2026 and time to 3 PM at Clinic",UPDATE,Coffee with Sarah,Catch-up over coffee,"Sure, I've updated 'Coffee with Sarah' to 2026-3-17 from 15:00:00 to 15:30:00 at Clinic.",2026-3-17,15:00:00,15:30:00,Clinic,False
Add Conference Call next Thursday at 8:00 at Google Meet at Google Meet,ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-5-15 from 08:00:00 to 10:00:00 at Google Meet. Let me know if you need anything else!",2025-5-15,08:00:00,10:00:00,Google Meet,False
"Add Lunch with John May 11, 2026 at 3 PM at Google Meet at Google Meet",ADD,Lunch with John,Casual lunch,"Great, I've added 'Lunch with John' on 2026-5-11 from 15:00:00 to 15:30:00 at Google Meet. Let me know if you need anything else!",2026-5-11,15:00:00,15:30:00,Google Meet,False
Move Performance Review to next Tuesday at 8:00 at Main Conference Room,UPDATE,Performance Review,Annual review,"Sure, I've updated 'Performance Review' to 2025-5-20 from 08:00:00 to 10:00:00 at Main Conference Room.",2025-5-20,08:00:00,10:00:00,Main Conference Room,False
"Add Dentist Visit October 25, 2025 at 9:30 AM at Teams at Teams",ADD,Dentist Visit,Dental check-up,"Great, I've added 'Dentist Visit' on 2025-10-25 from 09:00:00 to 10:30:00 at Teams. Let me know if you need anything else!",2025-10-25,09:00:00,10:30:00,Teams,False
"Update Marketing Presentation to an all-day event on June 8, 2025",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2025-6-8 from 00:00:00 to 23:59:59 at Clinic.",2025-6-8,00:00:00,23:59:59,Clinic,True
"Add Data Workshop May 3, 2026 at 3 PM at Google Meet at Google Meet",ADD,Data Workshop,Hands-on data workshop,"Great, I've added 'Data Workshop' on 2026-5-3 from 15:00:00 to 15:30:00 at Google Meet. Let me know if you need anything else!",2026-5-3,15:00:00,15:30:00,Google Meet,False
Cancel my Team Meeting next Wednesday at 3 PM,CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-5-21 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,15:00:00,15:30:00,Teams,False
"Cancel my Team Meeting September 1, 2025 at 8:00",CANCEL,Team Meeting,Weekly sync-up,Your event 'Team Meeting' on 2025-9-1 at 08:00:00 has been canceled. Let me know if there's anything else I can do!,2025-9-1,08:00:00,08:30:00,,False
"Update Lunch with John date to May 31, 2025 and time to 11 AM at Teams",UPDATE,Lunch with John,Casual lunch,"Sure, I've updated 'Lunch with John' to 2025-5-31 from 11:00:00 to 11:30:00 at Teams.",2025-5-31,11:00:00,11:30:00,Teams,False
"Cancel my Coffee with Sarah July 28, 2026 at 9:30 AM",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2026-7-28 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2026-7-28,09:00:00,10:30:00,Home,False
Cancel my 16:45 event,CANCEL,16:45 event,16:45 event,Your event '16:45 event' on 2025-5-21 at 16:45:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,16:45:00,18:45:00,Google Meet,False
"Cancel my Coffee with Sarah October 22, 2025 at 9:30 AM",CANCEL,Coffee with Sarah,Catch-up over coffee,Your event 'Coffee with Sarah' on 2025-10-22 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-10-22,09:00:00,11:00:00,Main Conference Room,False
Cancel my Dentist Visit next Friday at 11 AM,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-16 at 11:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,11:00:00,12:00:00,Google Meet,False
Add Birthday Party next Tuesday at 8:00 at Gym at Gym,ADD,Birthday Party,Celebrate birthday,"Great, I've added 'Birthday Party' on 2025-5-20 from 08:00:00 to 09:00:00 at Gym. Let me know if you need anything else!",2025-5-20,08:00:00,09:00:00,Gym,False
Add AI Trends Webinar day after tomorrow at 16:45 at Teams at Teams,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-16 from 16:45:00 to 17:15:00 at Teams. Let me know if you need anything else!",2025-5-16,16:45:00,17:15:00,Teams,False
"Add Coffee with Sarah August 3, 2025 at 11 AM at Teams at Teams",ADD,Coffee with Sarah,Catch-up over coffee,"Great, I've added 'Coffee with Sarah' on 2025-8-3 from 11:00:00 to 11:30:00 at Teams. Let me know if you need anything else!",2025-8-3,11:00:00,11:30:00,Teams,False
"Add Team Meeting October 4, 2025 at 9:30 AM at Cafe Rio at Cafe Rio",ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-10-4 from 09:00:00 to 10:30:00 at Cafe Rio. Let me know if you need anything else!",2025-10-4,09:00:00,10:30:00,Cafe Rio,False
Add AI Trends Webinar next Friday at 14:00 at Cafe Rio at Cafe Rio,ADD,AI Trends Webinar,Online AI seminar,"Great, I've added 'AI Trends Webinar' on 2025-5-16 from 14:00:00 to 14:30:00 at Cafe Rio. Let me know if you need anything else!",2025-5-16,14:00:00,14:30:00,Cafe Rio,False
"Reschedule my Doctor Appointment to December 18, 2025 at 11 AM at Google Meet",UPDATE,Doctor Appointment,Health check-up,"Sure, I've updated 'Doctor Appointment' to 2025-12-18 from 11:00:00 to 12:00:00 at Google Meet.",2025-12-18,11:00:00,12:00:00,Google Meet,False
"Change time of Board Meeting to 11 AM on July 17, 2025 at Home",UPDATE,Board Meeting,High-level board discussion,"Sure, I've updated 'Board Meeting' to 2025-7-17 from 11:00:00 to 12:00:00 at Home.",2025-7-17,11:00:00,12:00:00,Home,False
"Add Conference Call all day on October 8, 2025 at Zoom",ADD,Conference Call,Call with team,"Great, I've added 'Conference Call' on 2025-10-8 from 00:00:00 to 23:59:59 at Zoom. Let me know if you need anything else!",2025-10-8,00:00:00,23:59:59,Zoom,True
"Move Marketing Presentation to November 23, 2026 at 14:00",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2026-11-23 from 14:00:00 to 14:30:00.",2026-11-23,14:00:00,14:30:00,,False
"Cancel my Dentist Visit December 8, 2026 at 3 PM",CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2026-12-8 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2026-12-8,15:00:00,16:00:00,Office,False
"Add Performance Review November 8, 2026 at 8:00 at Main Conference Room at Main Conference Room",ADD,Performance Review,Annual review,"Great, I've added 'Performance Review' on 2026-11-8 from 08:00:00 to 10:00:00 at Main Conference Room. Let me know if you need anything else!",2026-11-8,08:00:00,10:00:00,Main Conference Room,False
"Reschedule my Marketing Presentation to July 5, 2026 at 8:00 at Cafe Rio",UPDATE,Marketing Presentation,Present marketing strategy,"Sure, I've updated 'Marketing Presentation' to 2026-7-5 from 08:00:00 to 10:00:00 at Cafe Rio.",2026-7-5,08:00:00,10:00:00,Cafe Rio,False
Add Team Meeting day after tomorrow at 9:30 AM at Gym at Gym,ADD,Team Meeting,Weekly sync-up,"Great, I've added 'Team Meeting' on 2025-5-16 from 09:00:00 to 09:30:00 at Gym. Let me know if you need anything else!",2025-5-16,09:00:00,09:30:00,Gym,False
Cancel my 9:30 AM event,CANCEL,9:30 AM event,9:30 AM event,Your event '9:30 AM event' on 2025-5-16 at 09:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-16,09:00:00,10:00:00,Office,False
"Cancel my Project Review November 17, 2026 at 3 PM",CANCEL,Project Review,Review project milestones,Your event 'Project Review' on 2026-11-17 at 15:00:00 has been canceled. Let me know if there's anything else I can do!,2026-11-17,15:00:00,16:30:00,Gym,False
Add Project Review next Wednesday at 14:00 at Clinic at Clinic,ADD,Project Review,Review project milestones,"Great, I've added 'Project Review' on 2025-5-21 from 14:00:00 to 15:30:00 at Clinic. Let me know if you need anything else!",2025-5-21,14:00:00,15:30:00,Clinic,False
Cancel my all-day Dentist Visit on next Wednesday,CANCEL,Dentist Visit,Dental check-up,Your event 'Dentist Visit' on 2025-5-21 at 00:00:00 has been canceled. Let me know if there's anything else I can do!,2025-5-21,00:00:00,23:59:59,Office,True
"Update Dentist Visit date to February 13, 2026 and time to 14:00 at Clinic",UPDATE,Dentist Visit,Dental check-up,"Sure, I've updated 'Dentist Visit' to 2026-2-13 from 14:00:00 to 15:30:00 at Clinic.",2026-2-13,14:00:00,15:30:00,Clinic,False
